project_id,project_code,project_name,client_name,project_status,start_date,end_date,updated_at
2793,PRJ-002793,Enhance Dot-Com Schemas Program,"Hurley, Houston and Vazquez",Active,2020-10-21,2022-01-03,2021-01-01 12:13:00
4710,PRJ-003350,Target Sticky Systems Program Refresh,"Miller, Compton and Robinson",Active,2022-08-24,2024-03-31,2022-12-28 04:55:00
679,PRJ-000679,Re-Contextualize Viral Methodologies Program,Ray LLC,Active,2026-01-26,2027-08-28,2026-03-15 13:16:00
666,PRJ-000666,Productize Customized Methodologies Program,Craig PLC,Completed,2019-01-03,2020-02-02,2019-05-01 03:16:00
3651,PRJ-003651,Facilitate Web-Enabled Infrastructures Program,Joseph Ltd,Cancelled,2020-03-22,2022-06-21,2020-05-04 10:16:00
4175,PRJ-004175,Incubate Impactful Roi Program,Schmidt PLC,Active,2024-08-10,2025-04-04,2024-10-24 11:08:00
1434,PRJ-001434,Target Bleeding-Edge Infrastructures Program,Arnold and Sons,Active,2026-06-15,,2026-10-09 17:41:00
4383,PRJ-003592,Envisioneer One-To-One Action-Items Program Refresh,Clark Group,Active,2018-08-08,2018-12-16,2019-01-31 14:16:00
690,PRJ-000690,Facilitate Next-Generation Synergies Program,Moore-Kelley,On Hold,2026-02-26,2028-05-07,2026-06-19 00:02:00
3664,PRJ-003664,Visualize Rich Channels Program,"Bryant, Frey and Watson",On Hold,2020-08-17,2022-03-29,2020-11-16 02:34:00
3091,PRJ-003091,Orchestrate Value-Added Schemas Program,Hardin-Cline,Planned,2026-11-05,2028-03-30,2026-12-07 17:54:00
1206,PRJ-001206,Innovate Frictionless Technologies Program,Stevenson LLC,Active,2026-11-24,2028-06-28,2027-03-05 20:23:00
3427,PRJ-003427,Orchestrate Extensible Partnerships Program,"Ward, Mccoy and Montoya",Completed,2021-04-28,2022-08-22,2021-05-17 05:36:00
1591,PRJ-001591,Disintermediate Enterprise Mindshare Program,"Graham, Leach and Sandoval",Completed,2023-09-26,,2023-11-12 07:36:00
2921,PRJ-002921,Exploit Efficient Content Program,"Smith, Rogers and Barnes",Cancelled,2026-12-07,,2027-03-25 07:44:00
2318,PRJ-002318,Brand Dynamic Eyeballs Program,Freeman and Sons,Cancelled,2020-09-02,2022-03-10,2020-12-19 13:16:00
2859,PRJ-002859,Synergize Dot-Com Solutions Program,Mendoza-Moss,Completed,2025-11-28,2026-12-26,2026-01-03 20:35:00
2089,PRJ-002089,Evolve Virtual Portals Program,Wiley PLC,Planned,2024-03-27,,2024-07-20 07:39:00
4305,PRJ-001890,Streamline Synergistic Metrics Program Refresh,"Francis, Kelly and Kramer",Cancelled,2025-11-02,,2026-10-04 12:41:00
2997,PRJ-002997,Disintermediate Robust Infrastructures Program,Dodson Group,Cancelled,2021-10-21,2022-12-14,2021-12-17 07:57:00
1424,PRJ-001424,E-Enable Impactful Functionalities Program,Whitney-Davis,Active,2025-06-04,,2025-08-28 02:44:00
4215,PRJ-004215,Aggregate Next-Generation Methodologies Program,Bell-Carey,Completed,2019-11-29,2020-03-13,2020-03-28 03:04:00
2203,PRJ-002203,Strategize Bricks-And-Clicks Info-Mediaries Program,Thomas Group,Active,2019-07-28,,2019-10-30 14:12:00
1883,PRJ-001883,Empower One-To-One Convergence Program,Carson-Erickson,Active,2022-05-14,2023-03-08,2022-08-17 09:55:00
3804,PRJ-003804,Visualize Mission-Critical Web-Readiness Program,Mora-Brown,Cancelled,2020-09-02,2022-12-04,2020-10-08 03:03:00
2748,PRJ-002748,Synthesize B2C Experiences Program,"Tran, Moore and Hall",Cancelled,2025-02-28,2026-10-24,2025-05-04 08:05:00
648,PRJ-000648,Generate Granular Info-Mediaries Program,"Norman, Bond and Harris",On Hold,2020-02-02,2021-11-27,2020-02-16 12:25:00
1800,PRJ-001800,Enhance Frictionless Roi Program,"Warren, Williams and Reid",Completed,2024-03-09,2025-07-27,2024-04-28 20:48:00
1835,PRJ-001835,Matrix Clicks-And-Mortar Networks Program,Walker and Sons,Planned,2024-03-22,2025-06-09,2024-06-16 12:12:00
808,PRJ-000808,Syndicate Open-Source Infrastructures Program,"Myers, Turner and Ramsey",Active,2018-01-11,,2018-01-15 14:50:00
2332,PRJ-002332,Expedite Dynamic Interfaces Program,Martinez LLC,On Hold,2021-02-01,2023-03-03,2021-03-09 04:32:00
4448,PRJ-001018,Extend Magnetic Convergence Program Refresh,Cook-Patterson,On Hold,2020-03-03,2020-10-01,2020-12-12 15:55:00
4755,PRJ-002684,Engage Strategic Mindshare Program Refresh,"Campbell, Gonzalez and Johnson",On Hold,2024-03-20,2024-12-02,2024-06-20 11:03:00
915,PRJ-000915,Streamline Dynamic Partnerships Program,Gonzales Inc,On Hold,2018-06-24,2019-12-09,2018-07-10 09:59:00
3388,PRJ-003388,Unleash Scalable Metrics Program,Sanders LLC,On Hold,2021-01-26,2022-08-24,2021-02-12 17:24:00
1818,PRJ-001818,Target Dynamic Eyeballs Program,"Morgan, Whitaker and Scott",Cancelled,2023-07-15,2024-03-10,2023-10-12 15:27:00
149,PRJ-000149,Architect Rich Deliverables Program,Oneal-Perry,Cancelled,2024-06-12,,2024-06-22 17:15:00
978,PRJ-000978,Syndicate Front-End Roi Program,Johnson Inc,Completed,2026-11-12,2028-09-08,2027-01-23 02:21:00
3100,PRJ-003100,Incentivize Plug-And-Play Markets Program,Bowman-Johnson,Planned,2020-10-17,2022-10-03,2020-11-17 06:27:00
3054,PRJ-003054,Seize Proactive Initiatives Program,Dunn-Perez,Active,2021-11-17,,2022-01-22 05:00:00
4105,PRJ-004105,Engage Extensible Partnerships Program,"Tyler, Blake and Larson",Active,2026-07-24,,2026-08-10 02:51:00
4718,PRJ-002760,Incubate End-To-End Channels Program Refresh,Bennett-Harmon,Completed,2025-12-12,2026-07-09,2026-08-19 20:00:00
62,PRJ-000062,Synthesize Extensible Action-Items Program,"Best, Craig and Nguyen",Active,2024-12-09,2027-01-05,2025-02-17 00:21:00
2006,PRJ-002006,Synergize Front-End Communities Program,Hood-Yates,Active,2022-01-27,2024-07-13,2022-02-22 21:06:00
1307,PRJ-001307,Expedite Back-End Applications Program,Smith and Sons,Planned,2025-12-06,2027-08-30,2026-01-22 03:04:00
2231,PRJ-002231,Iterate Impactful Systems Program,Brown PLC,Completed,2019-07-18,2020-03-22,2019-10-20 21:42:00
528,PRJ-000528,Matrix Cross-Media Roi Program,Rosales-Harrington,Planned,2024-10-04,2025-08-11,2025-01-16 01:43:00
1271,PRJ-001271,Transition 24/365 Platforms Program,"Boyd, Reilly and Henry",Active,2018-02-27,2020-07-02,2018-06-15 09:43:00
546,PRJ-000546,E-Enable Clicks-And-Mortar Content Program,"Powers, Richardson and Carrillo",Planned,2025-09-11,,2025-09-13 15:48:00
1695,PRJ-001695,Deploy Dot-Com E-Tailers Program,Richards Ltd,Completed,2020-04-26,2021-02-11,2020-05-30 07:21:00
2836,PRJ-002836,Whiteboard End-To-End Portals Program,"Scott, Beck and Mitchell",Cancelled,2020-09-22,2021-11-12,2021-01-12 04:12:00
3532,PRJ-003532,Matrix Strategic Niches Program,Scott-Harris,Active,2024-07-29,,2024-10-03 03:01:00
4377,PRJ-002158,Mesh Next-Generation Systems Program Refresh,Reed-Jacobs,On Hold,2023-01-24,2024-07-27,2023-08-24 08:12:00
1664,PRJ-001664,Matrix Sticky Functionalities Program,Mitchell LLC,Completed,2018-10-05,2019-06-16,2018-12-26 13:28:00
1822,PRJ-001822,Synergize Revolutionary Info-Mediaries Program,Sanders-Jones,Active,2018-11-19,,2018-12-17 07:31:00
4781,PRJ-000824,Engage Bricks-And-Clicks Paradigms Program Refresh,Bowman PLC,Active,2026-06-02,2027-03-04,2026-11-27 15:03:00
3821,PRJ-003821,Innovate Bleeding-Edge Channels Program,Wilkins-Johnson,Planned,2026-10-25,,2027-01-01 22:47:00
506,PRJ-000506,Extend Open-Source Web Services Program,Sims Group,On Hold,2021-05-16,2023-06-23,2021-06-30 00:29:00
2617,PRJ-002617,Transform Scalable Methodologies Program,Smith-James,Completed,2019-08-21,2020-09-04,2019-10-31 17:34:00
3615,PRJ-003615,Transition Open-Source Users Program,"Hayes, Palmer and Reyes",Active,2024-12-16,,2025-04-07 14:35:00
922,PRJ-000922,Harness Robust Supply-Chains Program,Booth and Sons,Cancelled,2024-08-05,2026-04-21,2024-09-26 14:44:00
4653,PRJ-001521,Scale Cross-Media Networks Program Refresh,"Keller, Hall and Peterson",Cancelled,2023-08-19,,2024-03-31 17:23:00
1684,PRJ-001684,Seize Sticky Bandwidth Program,"Foley, Myers and Lee",Planned,2018-06-02,2019-09-16,2018-08-23 05:13:00
2446,PRJ-002446,Integrate Virtual Technologies Program,"Allen, Taylor and Avery",On Hold,2021-09-02,2022-12-07,2021-12-02 13:18:00
3216,PRJ-003216,Evolve 24/7 Architectures Program,"Rodriguez, Anderson and Simmons",Cancelled,2020-11-04,,2021-01-09 13:34:00
4850,PRJ-003700,Transition B2B Web-Readiness Program Refresh,"Bell, Thomas and Jones",Completed,2024-07-22,,2025-02-17 09:21:00
2851,PRJ-002851,Engage Synergistic Content Program,Marsh-Campbell,Planned,2021-05-16,2023-01-16,2021-07-08 11:33:00
620,PRJ-000620,Iterate 24/7 Paradigms Program,"Mitchell, Barker and Arias",Active,2018-09-30,2020-05-19,2018-12-26 03:17:00
133,PRJ-000133,Enable Bricks-And-Clicks Vortals Program,Cobb PLC,Cancelled,2021-05-25,2023-04-23,2021-08-08 23:54:00
3200,PRJ-003200,Benchmark Innovative Communities Program,Schmidt-Thompson,Active,2026-05-16,2027-05-23,2026-05-18 06:33:00
4296,PRJ-002807,Drive Holistic Info-Mediaries Program Refresh,Austin-Pratt,Planned,2023-01-16,2025-06-04,2023-07-22 13:32:00
2237,PRJ-002237,Target Open-Source Initiatives Program,Johnson-Moran,On Hold,2021-12-13,,2022-03-22 13:50:00
3590,PRJ-003590,Maximize 24/365 Supply-Chains Program,Graham-Thompson,Completed,2020-06-10,2022-06-02,2020-07-28 05:35:00
4829,PRJ-004057,Architect Front-End Infrastructures Program Refresh,Gomez-Curtis,Completed,2018-05-28,,2019-03-24 15:50:00
1181,PRJ-001181,Transition Innovative Technologies Program,Burns-Mitchell,Cancelled,2021-01-17,,2021-03-04 11:44:00
4339,PRJ-001960,Transform One-To-One Action-Items Program Refresh,King-White,Planned,2021-05-17,2022-08-02,2022-04-24 09:19:00
1621,PRJ-001621,Revolutionize Vertical Infrastructures Program,"Morton, Jackson and Myers",On Hold,2018-11-18,,2019-01-12 20:51:00
1138,PRJ-001138,Expedite Killer Roi Program,Watts Inc,Planned,2024-02-28,2024-10-11,2024-04-01 14:32:00
846,PRJ-000846,Generate End-To-End Web Services Program,"Mann, Garcia and Johnson",Planned,2018-05-29,2019-03-21,2018-06-13 03:57:00
4322,PRJ-000644,Seize Ubiquitous Synergies Program Refresh,Brock LLC,Completed,2021-11-12,2022-02-17,2022-09-18 00:37:00
4645,PRJ-002675,Drive B2C Convergence Program Refresh,Ruiz-Smith,Active,2024-05-13,2024-10-23,2024-08-03 10:42:00
4070,PRJ-004070,Streamline Global Roi Program,Ford-Long,Active,2021-10-17,,2021-11-22 15:19:00
2160,PRJ-002160,Evolve User-Centric Vortals Program,Stewart-Smith,Cancelled,2021-12-15,,2022-02-15 09:23:00
4873,PRJ-002970,Incubate Frictionless E-Commerce Program Refresh,Wright-Ballard,Planned,2020-02-01,,2020-08-02 03:14:00
2927,PRJ-002927,Strategize Magnetic Supply-Chains Program,"Gilmore, Pham and Frey",Active,2024-09-06,2025-08-08,2024-11-24 02:35:00
3112,PRJ-003112,Utilize Plug-And-Play E-Tailers Program,Davis and Sons,Cancelled,2023-03-29,2025-08-27,2023-04-26 22:20:00
4106,PRJ-004106,Harness Virtual Solutions Program,"Martin, Conway and Aguilar",Planned,2025-08-28,,2025-11-16 03:22:00
1922,PRJ-001922,Deliver Viral Eyeballs Program,Lewis PLC,Completed,2020-10-21,2020-12-11,2020-12-21 21:56:00
4594,PRJ-001875,Iterate 24/365 Web-Readiness Program Refresh,Walters-Jacobs,Completed,2018-05-11,2019-07-12,2018-08-18 09:38:00
11,PRJ-000011,Extend Revolutionary Niches Program,Smith Inc,On Hold,2019-09-09,2021-02-01,2019-12-19 23:43:00
1314,PRJ-001314,Repurpose Out-Of-The-Box Platforms Program,"Butler, Beck and Campbell",Planned,2022-03-15,2024-02-07,2022-04-11 14:00:00
3381,PRJ-003381,Synthesize Turn-Key Web-Readiness Program,Newton Inc,Cancelled,2025-06-24,2027-01-07,2025-08-24 18:30:00
892,PRJ-000892,Drive Revolutionary Infrastructures Program,"Washington, Thomas and Smith",Planned,2026-11-05,2028-11-10,2027-01-06 11:15:00
3359,PRJ-003359,Generate Bricks-And-Clicks Convergence Program,Matthews Group,Active,2018-11-30,,2018-12-04 07:23:00
1587,PRJ-001587,Target Proactive Solutions Program,"King, Lopez and Cooke",Planned,2023-01-28,2024-10-14,2023-01-31 17:44:00
4958,PRJ-001324,E-Enable Cross-Media Solutions Program Refresh,Garcia and Sons,Planned,2026-02-12,,2026-08-20 10:24:00
271,PRJ-000271,Utilize Visionary Methodologies Program,Smith-Flores,On Hold,2021-03-30,2022-11-01,2021-05-26 19:22:00
2797,PRJ-002797,Incentivize Seamless Functionalities Program,Hall LLC,Active,2021-03-15,2022-05-15,2021-05-09 21:21:00
1764,PRJ-001764,Re-Intermediate Dot-Com Supply-Chains Program,Nguyen Ltd,On Hold,2024-07-17,,2024-08-21 23:47:00
484,PRJ-000484,Generate Collaborative Web Services Program,"Walker, Browning and Smith",Planned,2020-09-30,2021-09-04,2020-10-10 13:28:00
3142,PRJ-003142,Visualize End-To-End Vortals Program,Hobbs-Murphy,Completed,2022-02-19,,2022-03-22 00:28:00
444,PRJ-000444,Revolutionize Bleeding-Edge Eyeballs Program,Valencia-Evans,Active,2019-06-08,2020-02-24,2019-07-27 13:10:00
977,PRJ-000977,Optimize Back-End E-Commerce Program,"Martinez, Martin and Newman",On Hold,2019-04-15,,2019-07-28 14:39:00
4705,PRJ-003056,Synergize Frictionless Action-Items Program Refresh,Richardson PLC,Completed,2023-05-04,2025-09-20,2024-01-10 01:37:00
1698,PRJ-001698,Facilitate Bricks-And-Clicks Users Program,Sanchez and Sons,On Hold,2022-12-27,2024-10-09,2023-02-15 23:11:00
3133,PRJ-003133,Brand Global Communities Program,Atkins LLC,On Hold,2018-05-30,2020-01-23,2018-06-15 04:56:00
4667,PRJ-001848,Scale World-Class Technologies Program Refresh,Gilbert-Boone,Completed,2026-05-27,2028-10-15,2026-09-17 07:40:00
1707,PRJ-001707,Deploy Robust Mindshare Program,Rodriguez-Wiggins,Completed,2023-03-30,2024-05-07,2023-04-21 05:00:00
1090,PRJ-001090,Synthesize Impactful Web Services Program,Johnson PLC,On Hold,2026-08-04,,2026-08-10 12:06:00
3322,PRJ-003322,Integrate Enterprise E-Business Program,"Brewer, Carr and Graham",On Hold,2020-03-25,2022-07-07,2020-07-04 23:17:00
3016,PRJ-003016,Expedite Front-End Initiatives Program,Bright-Jackson,Planned,2025-03-16,2026-08-28,2025-04-19 10:40:00
54,PRJ-000054,Enable Best-Of-Breed Platforms Program,Mercado-Ramirez,Completed,2024-03-10,,2024-05-20 10:53:00
1267,PRJ-001267,Empower Seamless Deliverables Program,Livingston Ltd,Planned,2025-07-17,2027-06-17,2025-07-17 17:49:00
2938,PRJ-002938,Reinvent 24/7 Architectures Program,Morales and Sons,Planned,2019-07-03,2020-03-23,2019-08-04 12:11:00
4082,PRJ-004082,Cultivate Wireless Channels Program,Mercado Group,Active,2021-05-24,,2021-09-21 09:07:00
944,PRJ-000944,Brand World-Class Supply-Chains Program,Fields-Burnett,Active,2020-10-14,2021-05-12,2021-02-09 19:44:00
1460,PRJ-001460,Iterate Customized Partnerships Program,"Pratt, Day and Alexander",Planned,2025-10-31,,2026-02-13 13:07:00
2305,PRJ-002305,Morph Web-Enabled Synergies Program,Morgan Ltd,Cancelled,2024-08-24,,2024-10-25 20:32:00
2733,PRJ-002733,Transform Cutting-Edge Solutions Program,Smith-Sparks,Cancelled,2023-10-07,2025-02-06,2023-11-15 11:09:00
4001,PRJ-004001,E-Enable Sticky E-Commerce Program,Wagner-Hernandez,Active,2025-03-13,2027-07-25,2025-04-29 10:39:00
1069,PRJ-001069,Embrace Virtual Partnerships Program,Bennett-Hall,Cancelled,2025-02-06,2026-06-12,2025-02-21 09:37:00
1666,PRJ-001666,Empower Turn-Key Networks Program,"Medina, Simpson and Wright",Cancelled,2020-02-26,,2020-05-18 00:35:00
4915,PRJ-001143,Enhance Distributed Relationships Program Refresh,"Anderson, Perez and Kaiser",Active,2021-03-25,2023-07-02,2021-09-24 03:40:00
916,PRJ-000916,Iterate Global Communities Program,Rodriguez-Henderson,Cancelled,2026-05-05,2026-07-30,2026-07-23 16:02:00
897,PRJ-000897,Generate Clicks-And-Mortar Functionalities Program,Olson-Evans,Planned,2024-03-23,2025-04-20,2024-05-30 14:02:00
4867,PRJ-003083,Orchestrate Holistic Methodologies Program Refresh,Zavala-Daniels,On Hold,2024-01-05,,2024-07-23 01:09:00
4029,PRJ-004029,Iterate Innovative E-Markets Program,Patel-Garcia,Cancelled,2025-11-25,2027-09-23,2025-11-30 05:58:00
1305,PRJ-001305,Brand Intuitive Mindshare Program,Fry-Holland,On Hold,2025-07-16,,2025-07-25 00:55:00
4981,PRJ-000988,Evolve Cross-Platform Technologies Program Refresh,Gomez-Rogers,Cancelled,2022-04-15,2023-11-19,2023-01-15 14:40:00
4635,PRJ-004065,Syndicate Bleeding-Edge Users Program Refresh,Cameron-Bush,Planned,2021-10-23,,2022-06-06 03:44:00
185,PRJ-000185,Drive Leading-Edge Portals Program,Patterson-Graham,On Hold,2023-04-19,2024-06-06,2023-06-13 07:49:00
2742,PRJ-002742,Visualize Web-Enabled E-Markets Program,"Thomas, Jones and Porter",On Hold,2026-02-10,2026-10-30,2026-05-29 11:26:00
1559,PRJ-001559,Transition World-Class Synergies Program,Edwards-Jackson,Active,2026-12-22,2028-05-11,2027-02-23 13:07:00
1394,PRJ-001394,Innovate Real-Time Interfaces Program,"Pierce, Boyd and Powell",Completed,2025-11-10,2027-07-11,2026-01-12 11:40:00
4658,PRJ-000064,Revolutionize Web-Enabled Metrics Program Refresh,Mccarthy and Sons,Completed,2022-06-08,2023-02-05,2023-02-03 22:20:00
3799,PRJ-003799,Transform Plug-And-Play Bandwidth Program,Ramos Group,Active,2023-01-15,,2023-02-22 13:42:00
627,PRJ-000627,Extend Intuitive Networks Program,Clark Ltd,Planned,2020-10-13,2021-12-16,2020-10-27 02:23:00
1772,PRJ-001772,Streamline Killer Web-Readiness Program,Hamilton LLC,On Hold,2025-06-22,,2025-08-21 18:32:00
3286,PRJ-003286,Morph Bleeding-Edge Users Program,"Clark, Higgins and Bishop",Planned,2019-03-21,,2019-04-26 13:42:00
2886,PRJ-002886,Re-Intermediate Leading-Edge E-Markets Program,Casey Group,On Hold,2022-07-04,2024-01-02,2022-07-12 19:07:00
2751,PRJ-002751,Facilitate Interactive Synergies Program,Armstrong Ltd,Active,2021-09-03,,2021-11-23 22:24:00
4495,PRJ-002498,Incentivize Visionary Platforms Program Refresh,Lee Inc,On Hold,2022-04-23,2024-05-23,2022-09-13 19:03:00
3734,PRJ-003734,Monetize World-Class Communities Program,Miller Inc,Active,2025-04-26,2025-07-20,2025-06-11 08:38:00
3837,PRJ-003837,Matrix Scalable Functionalities Program,"Kennedy, Bailey and Spencer",Cancelled,2020-03-23,2020-07-25,2020-04-12 22:08:00
124,PRJ-000124,Revolutionize Intuitive Supply-Chains Program,Haley-Holmes,On Hold,2020-11-19,2023-02-15,2021-01-07 00:58:00
2262,PRJ-002262,Unleash Revolutionary E-Services Program,Greene and Sons,Active,2022-01-08,2022-03-29,2022-02-14 17:07:00
4369,PRJ-002964,Streamline Collaborative Technologies Program Refresh,"Sanchez, Keith and Maxwell",Active,2018-01-28,2020-06-14,2018-11-28 16:31:00
181,PRJ-000181,Incubate Customized Metrics Program,Levine-Holmes,Planned,2025-04-24,,2025-07-07 21:29:00
153,PRJ-000153,Integrate Proactive Portals Program,"Key, Carr and Stewart",Cancelled,2021-08-18,,2021-09-07 19:42:00
2688,PRJ-002688,Implement 24/365 E-Commerce Program,Hardy-Reilly,Active,2025-06-18,2025-09-03,2025-07-06 00:14:00
2004,PRJ-002004,Embrace Frictionless Initiatives Program,Rogers Group,Completed,2023-11-09,,2024-01-08 18:30:00
2164,PRJ-002164,Re-Intermediate Intuitive Info-Mediaries Program,Taylor and Sons,Completed,2018-09-13,2020-05-21,2018-09-24 08:46:00
1168,PRJ-001168,Evolve World-Class Action-Items Program,"Sanchez, Young and Rodriguez",Completed,2024-03-22,2025-08-19,2024-05-23 12:30:00
3536,PRJ-003536,Implement Virtual Vortals Program,"Mora, Hart and Woods",Completed,2021-06-21,2022-04-29,2021-08-27 22:25:00
3327,PRJ-003327,Embrace Clicks-And-Mortar Experiences Program,Kidd-Bowen,Cancelled,2021-08-05,2022-02-11,2021-10-07 02:48:00
1580,PRJ-001580,Redefine E-Business Portals Program,Russell-Miller,Completed,2024-07-18,2024-11-22,2024-08-05 10:35:00
3448,PRJ-003448,Grow Frictionless Synergies Program,Fry-Miller,On Hold,2023-07-24,2025-07-27,2023-08-04 19:25:00
3068,PRJ-003068,Facilitate Real-Time Platforms Program,Flores-Stone,Completed,2026-01-11,2026-08-25,2026-02-08 19:35:00
4229,PRJ-004229,E-Enable Global Action-Items Program,"Nelson, Hernandez and Tran",Cancelled,2024-03-09,,2024-04-17 17:40:00
2869,PRJ-002869,Embrace Dynamic Roi Program,Medina-Golden,On Hold,2023-06-19,2024-11-04,2023-07-12 01:11:00
2403,PRJ-002403,Leverage Next-Generation Markets Program,"Foley, Palmer and Johnston",On Hold,2018-02-02,,2018-02-18 16:48:00
1481,PRJ-001481,Visualize Front-End E-Commerce Program,Taylor and Sons,Completed,2026-08-29,,2026-10-14 01:17:00
4590,PRJ-001279,Integrate Frictionless E-Business Program Refresh,Hale-Parrish,On Hold,2025-03-04,,2025-10-07 16:37:00
476,PRJ-000476,Expedite Clicks-And-Mortar Experiences Program,"Mendoza, Crawford and Mcbride",Planned,2024-10-02,,2024-10-08 11:41:00
4531,PRJ-002174,Brand Customized Markets Program Refresh,Mata-Patton,Completed,2022-11-08,,2023-03-28 14:45:00
252,PRJ-000252,Utilize Turn-Key Interfaces Program,"Morton, Williams and Oconnor",Completed,2021-09-11,2023-07-02,2021-12-31 23:32:00
1265,PRJ-001265,Engage Dot-Com Bandwidth Program,Henry Inc,Active,2020-11-12,2023-02-20,2020-12-09 00:38:00
